instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
622337,2431,RAILTEL,RAILTEL CORP OF IND,0,,0,0.05,1,EQ,NSE,NSE
625153,2442,NOCIL,NOCIL,0,,0,0.01,1,EQ,NSE,NSE
628225,2454,CENTRUM,CENTRUM CAPITAL,0,,0,0.01,1,EQ,NSE,NSE
630529,2463,MIDHANI,MISHRA DHATU NIGAM,0,,0,0.05,1,EQ,NSE,NSE
633601,2475,ONGC,OIL AND NATURAL GAS CORP.,0,,0,0.01,1,EQ,NSE,NSE
635137,2481,ONWARDTEC,ONWARD TECHNOLOGIES,0,,0,0.05,1,EQ,NSE,NSE
637185,2489,ISEC,ICICI SECURITIES,0,,0,0.05,1,EQ,NSE,NSE
637953,2492,SILGO,SILGO RETAIL,0,,0,0.01,1,EQ,NSE,NSE
638209,2493,ORIENTHOT,ORIENT HOTELS,0,,0,0.01,1,EQ,NSE,NSE
638977,2496,ORIENTPPR,ORIENT PAPER AND INDS,0,,0,0.01,1,EQ,NSE,NSE
643329,2513,BCLIND,BCL INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
643585,2514,OSWALAGRO,OSWAL AGRO MILLS,0,,0,0.01,1,EQ,NSE,NSE
648961,2535,PGHH,P&G HYGIENE & HEALTH CARE,0,,0,0.05,1,EQ,NSE,NSE
655873,2562,HUHTAMAKI,HUHTAMAKI INDIA,0,,0,0.05,1,EQ,NSE,NSE
665089,2598,AMJLAND,AMJ LAND HOLDINGS,0,,0,0.01,1,EQ,NSE,NSE
667137,2606,LEMONTREE,LEMON TREE HOTELS,0,,0,0.01,1,EQ,NSE,NSE
668161,2610,PEARLPOLY,PEARL POLYMERS,0,,0,0.01,1,EQ,NSE,NSE
669185,2614,HERANBA,HERANBA INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
669697,2616,SEAMECLTD,SEAMEC,0,,0,0.05,1,EQ,NSE,NSE
672513,2627,IT,KOTAKMAMC - KOTAKIT,0,,0,0.01,1,EQ,NSE,NSE
676609,2643,PFIZER,PFIZER,0,,0,0.05,1,EQ,NSE,NSE
677121,2645,DRCSYSTEMS,DRC SYSTEMS INDIA,0,,0,0.01,1,EQ,NSE,NSE
678145,2649,PCBL,PCBL,0,,0,0.05,1,EQ,NSE,NSE
681985,2664,PIDILITIND,PIDILITE INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
687873,2687,POLYPLEX,POLYPLEX CORPORATION,0,,0,0.05,1,EQ,NSE,NSE
692481,2705,PRAJIND,PRAJ INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
693249,2708,PRAKASH,PRAKASH INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
693505,2709,MTARTECH,MTAR TECHNOLOGIES,0,,0,0.05,1,EQ,NSE,NSE
695297,2716,BUTTERFLY,BTRFLY GANDHI APPL,0,,0,0.05,1,EQ,NSE,NSE
695553,2717,PRECWIRE,PRECISION WIRES INDIA,0,,0,0.01,1,EQ,NSE,NSE
701185,2739,PRSMJOHNSN,PRISM JOHNSON,0,,0,0.01,1,EQ,NSE,NSE
712449,2783,JUBLINGREA,JUBILANT INGREVIA,0,,0,0.05,1,EQ,NSE,NSE
714753,2792,EASEMYTRIP,EASY TRIP PLANNERS,0,,0,0.01,1,EQ,NSE,NSE
715265,2794,RSWM,RSWM,0,,0,0.01,1,EQ,NSE,NSE
716545,2799,CHEMFAB,CHEMFAB ALKALIS,0,,0,0.05,1,EQ,NSE,NSE
719105,2809,RAJSREESUG,RAJSHREE SUGAR & CHEMICAL,0,,0,0.01,1,EQ,NSE,NSE
720385,2814,ARVEE,ARVEE LABORATORIES I,0,,0,0.01,1,EQ,NSE,NSE
720897,2816,RALLIS,RALLIS INDIA,0,,0,0.05,1,EQ,NSE,NSE
724225,2829,ANURAS,ANUPAM RASAYAN INDIA,0,,0,0.05,1,EQ,NSE,NSE
726273,2837,RANASUG,RANA SUGARS,0,,0,0.01,1,EQ,NSE,NSE
727297,2841,LXCHEM,LAXMI ORGANIC INDUS,0,,0,0.01,1,EQ,NSE,NSE
728065,2844,RANEHOLDIN,RANE HOLDINGS,0,,0,0.05,1,EQ,NSE,NSE
730625,2854,CRAFTSMAN,CRAFTSMAN AUTOMATION,0,,0,0.05,1,EQ,NSE,NSE
731905,2859,RAYMOND,RAYMOND,0,,0,0.05,1,EQ,NSE,NSE
733697,2866,RCF,RASHTRIYA CHEMICALS & FER,0,,0,0.01,1,EQ,NSE,NSE
734209,2868,HITECH,HI-TECH PIPES,0,,0,0.01,1,EQ,NSE,NSE
738561,2885,RELIANCE,RELIANCE INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
744705,2909,RICOAUTO,RICO AUTO INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
745473,2912,RIIL,RELIANCE INDUSTRIAL INFRA,0,,0,0.05,1,EQ,NSE,NSE
752385,2939,RUBYMILLS,THE RUBY MILLS,0,,0,0.05,1,EQ,NSE,NSE
756481,2955,KALYANKJIL,KALYAN JEWELLERS IND,0,,0,0.05,1,EQ,NSE,NSE
758529,2963,SAIL,STEEL AUTHORITY OF INDIA,0,,0,0.01,1,EQ,NSE,NSE
760065,2969,SAKHTISUG,SAKTHI SUGARS,0,,0,0.01,1,EQ,NSE,NSE
760321,2970,SURYODAY,SURYODAY SMALL FIN BK,0,,0,0.01,1,EQ,NSE,NSE
760833,2972,ORIENTELEC,ORIENT ELECTRIC,0,,0,0.01,1,EQ,NSE,NSE
762625,2979,ORTINGLOBE,ORTIN GLOBAL,0,,0,0.01,1,EQ,NSE,NSE
764673,2987,NAZARA,NAZARA TECHNOLOGIES,0,,0,0.05,1,EQ,NSE,NSE
764929,2988,SANDESH,SANDESH,0,,0,0.05,1,EQ,NSE,NSE
767233,2997,SANGHIIND,SANGHI INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
767489,2998,SUVIDHAA,SUVIDHAA INFOSERVE,0,,0,0.01,1,EQ,NSE,NSE
768513,3002,WONDERLA,WONDERLA HOLIDAYS,0,,0,0.05,1,EQ,NSE,NSE
770305,3009,KOHINOOR,KOHINOOR FOODS,0,,0,0.01,1,EQ,NSE,NSE
772609,3018,SAURASHCEM,SAURASHTRA CEMENT,0,,0,0.01,1,EQ,NSE,NSE
773377,3021,SOTL,SAVITA OIL TECHNOLO.,0,,0,0.05,1,EQ,NSE,NSE
774145,3024,JINDALSAW,JINDAL SAW,0,,0,0.05,1,EQ,NSE,NSE
779521,3045,SBIN,STATE BANK OF INDIA,0,,0,0.05,1,EQ,NSE,NSE
780289,3048,SCI,SHIPPING CORP OF INDIA LT,0,,0,0.01,1,EQ,NSE,NSE
784129,3063,VEDL,VEDANTA,0,,0,0.05,1,EQ,NSE,NSE
784897,3066,SESHAPAPER,SESHASAYEE PAPER & BOARDS,0,,0,0.05,1,EQ,NSE,NSE
787969,3078,SHANTIGEAR,SHANTHI GEARS,0,,0,0.05,1,EQ,NSE,NSE
790529,3088,INDOSTAR,INDOSTAR CAPITAL FIN,0,,0,0.05,1,EQ,NSE,NSE
793345,3099,SHREDIGCEM,SHREE DIGVIJAY CEM CO,0,,0,0.01,1,EQ,NSE,NSE
794369,3103,SHREECEM,SHREE CEMENT,0,,0,0.05,1,EQ,NSE,NSE
800257,3126,SHREYANIND,SHREYANS INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
800513,3127,BARBEQUE,BARBEQUE NATION HOSP.,0,,0,0.05,1,EQ,NSE,NSE
801025,3129,TRANSWORLD,TRANSWORLD SHIP LINES,0,,0,0.05,1,EQ,NSE,NSE
803329,3138,HONDAPOWER,HONDA I POWER PRODUCT,0,,0,0.05,1,EQ,NSE,NSE
806401,3150,SIEMENS,SIEMENS,0,,0,0.05,1,EQ,NSE,NSE
815617,3186,SKFINDIA,SKF INDIA,0,,0,0.05,1,EQ,NSE,NSE
824321,3220,LODHA,MACROTECH DEVELOPERS,0,,0,0.05,1,EQ,NSE,NSE
828673,3237,JTEKTINDIA,JTEKT INDIA,0,,0,0.01,1,EQ,NSE,NSE
831233,3247,NITIRAJ,NITIRAJ ENGINEERS,0,,0,0.01,1,EQ,NSE,NSE
832513,3252,SPIC,SPIC,0,,0,0.01,1,EQ,NSE,NSE
837889,3273,SRF,SRF,0,,0,0.05,1,EQ,NSE,NSE
842497,3291,STARPAPER,STAR PAPER MILLS,0,,0,0.01,1,EQ,NSE,NSE
842753,3292,DEEPINDS,DEEP INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
848897,3316,MODISONLTD,MODISON,0,,0,0.01,1,EQ,NSE,NSE
850945,3324,SUBROS,SUBROS,0,,0,0.05,1,EQ,NSE,NSE
851713,3327,SUDARSCHEM,SUDARSHAN CHEMICAL INDS L,0,,0,0.05,1,EQ,NSE,NSE
852225,3329,ISGEC,ISGEC HEAVY ENG,0,,0,0.05,1,EQ,NSE,NSE
854785,3339,SUNDARMFIN,SUNDARAM FINANCE,0,,0,0.05,1,EQ,NSE,NSE
856321,3345,SUNDRMFAST,SUNDRAM FASTENERS,0,,0,0.05,1,EQ,NSE,NSE
857857,3351,SUNPHARMA,SUN PHARMACEUTICAL IND L,0,,0,0.05,1,EQ,NSE,NSE
860929,3363,SUPREMEIND,SUPREME INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
864001,3375,SURYAROSNI,SURYA ROSHNI,0,,0,0.05,1,EQ,NSE,NSE
866305,3384,SWARAJENG,SWARAJ ENGINES,0,,0,0.05,1,EQ,NSE,NSE
867073,3387,SMLISUZU,SML ISUZU,0,,0,0.05,1,EQ,NSE,NSE
867585,3389,AGARIND,AGARWAL INDS CORP,0,,0,0.05,1,EQ,NSE,NSE
869377,3396,TAINWALCHM,TAINWALA CHEMICAL AND PLA,0,,0,0.05,1,EQ,NSE,NSE
871169,3403,AJOONI,AJOONI BIOTECH,0,,0,0.01,1,EQ,NSE,NSE
871681,3405,TATACHEM,TATA CHEMICALS,0,,0,0.05,1,EQ,NSE,NSE
873217,3411,TATAELXSI,TATA ELXSI,0,,0,0.05,1,EQ,NSE,NSE
874753,3417,HONAUT,HONEYWELL AUTOMATION IND,0,,0,0.05,1,EQ,NSE,NSE
877057,3426,TATAPOWER,TATA POWER CO,0,,0,0.05,1,EQ,NSE,NSE
878593,3432,TATACONSUM,TATA CONSUMER PRODUCT,0,,0,0.05,1,EQ,NSE,NSE
879361,3435,BBOX,BLACK BOX,0,,0,0.05,1,EQ,NSE,NSE
883969,3453,TECILCHEM,TECIL CHEMICALS,0,,0,0.01,1,EQ,NSE,NSE
884737,3456,TATAMOTORS,TATA MOTORS,0,,0,0.05,1,EQ,NSE,NSE
887297,3466,TFCILTD,TOURISM FINANCE CORP. OF,0,,0,0.01,1,EQ,NSE,NSE
889601,3475,THERMAX,THERMAX,0,,0,0.05,1,EQ,NSE,NSE
891137,3481,THOMASCOOK,THOMAS COOK (INDIA),0,,0,0.01,1,EQ,NSE,NSE
891393,3482,CLSEL,CHAMAN LAL SETIA EXP,0,,0,0.05,1,EQ,NSE,NSE
894977,3496,TIRUMALCHM,THIRUMALAI CHEMICALS,0,,0,0.05,1,EQ,NSE,NSE
895745,3499,TATASTEEL,TATA STEEL,0,,0,0.01,1,EQ,NSE,NSE
897537,3506,TITAN,TITAN COMPANY,0,,0,0.05,1,EQ,NSE,NSE
897793,3507,MAFANG,MIRAEAMC - MAFANG,0,,0,0.01,1,EQ,NSE,NSE
898305,3509,TNPETRO,TAMILNADU PETROPRODUCTS L,0,,0,0.01,1,EQ,NSE,NSE
900609,3518,TORNTPHARM,TORRENT PHARMACEUTICALS L,0,,0,0.05,1,EQ,NSE,NSE
907777,3546,TTKPRESTIG,TTK PRESTIGE,0,,0,0.05,1,EQ,NSE,NSE
912129,3563,ADANIGREEN,ADANI GREEN ENERGY,0,,0,0.05,1,EQ,NSE,NSE
916225,3579,UNICHEMLAB,UNICHEM LABORATORIES,0,,0,0.05,1,EQ,NSE,NSE
918017,3586,MOKSH,MOKSH ORNAMENTS,0,,0,0.01,1,EQ,NSE,NSE
923393,3607,UNIVCABLES,UNIVERSAL CABLES,0,,0,0.05,1,EQ,NSE,NSE
931073,3637,JUBLPHARMA,JUBILANT PHARMOVA,0,,0,0.05,1,EQ,NSE,NSE
940033,3672,SOLARA,SOLARA ACTIVE PHA SCI,0,,0,0.05,1,EQ,NSE,NSE
941057,3676,VESUVIUS,VESUVIUS INDIA,0,,0,0.05,1,EQ,NSE,NSE
945665,3694,VINDHYATEL,VINDHYA TELELINKS,0,,0,0.05,1,EQ,NSE,NSE
947969,3703,VIPIND,VIP INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
951041,3715,VLSFINANCE,VLS FINANCE,0,,0,0.05,1,EQ,NSE,NSE
951809,3718,VOLTAS,VOLTAS,0,,0,0.05,1,EQ,NSE,NSE
952577,3721,TATACOMM,TATA COMMUNICATIONS,0,,0,0.05,1,EQ,NSE,NSE
953345,3724,VSTIND,VST INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
954113,3727,ANMOL,ANMOL INDIA,0,,0,0.01,1,EQ,NSE,NSE
956417,3736,WALCHANNAG,WALCHANDNAGAR INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
958465,3744,FINEORG,FINE ORGANIC IND.,0,,0,0.05,1,EQ,NSE,NSE
959489,3748,WEIZMANIND,WEIZMANN,0,,0,0.01,1,EQ,NSE,NSE
961793,3757,VENKEYS,VENKY S (INDIA),0,,0,0.05,1,EQ,NSE,NSE
962817,3761,RITES,RITES,0,,0,0.05,1,EQ,NSE,NSE
964097,3766,WHEELS,WHEELS INDIA,0,,0,0.05,1,EQ,NSE,NSE
965633,3772,WILLAMAGOR,WILLIAMSON MAGOR,0,,0,0.01,1,EQ,NSE,NSE
966657,3776,IWEL,INOX WIND ENERGY,0,,0,0.05,1,EQ,NSE,NSE
969473,3787,WIPRO,WIPRO,0,,0,0.05,1,EQ,NSE,NSE
972545,3799,WSTCSTPAPR,WEST COAST PAPER MILLS LT,0,,0,0.05,1,EQ,NSE,NSE
974593,3807,VINEETLAB,VINEET LABORATORIES,0,,0,0.01,1,EQ,NSE,NSE
975873,3812,ZEEL,ZEE ENTERTAINMENT ENT,0,,0,0.01,1,EQ,NSE,NSE
976129,3813,ARIHANTCAP,ARIHANT CAPITAL MKTS,0,,0,0.01,1,EQ,NSE,NSE
978177,3821,ZODIACLOTH,ZODIAC CLOTHING CO.,0,,0,0.01,1,EQ,NSE,NSE
979713,3827,ZUARIIND,ZUARI INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
981505,3834,BHARATRAS,BHARAT RASAYAN,0,,0,0.05,1,EQ,NSE,NSE
982273,3837,TOKYOPLAST,TOKYO PLAST INTL,0,,0,0.01,1,EQ,NSE,NSE
987393,3857,VARROC,VARROC ENGINEERING,0,,0,0.05,1,EQ,NSE,NSE
993281,3880,SOMANYCERA,SOMANY CERAMICS,0,,0,0.05,1,EQ,NSE,NSE
996353,3892,HATSUN,HATSUN AGRO PRODUCT,0,,0,0.05,1,EQ,NSE,NSE
999937,3906,CAPLIPOINT,CAPLIN POINT LAB,0,,0,0.05,1,EQ,NSE,NSE
1001473,3912,KHAITANLTD,KHAITAN (INDIA)LTD.,0,,0,0.01,1,EQ,NSE,NSE
1003009,3918,NATCOPHARM,NATCO PHARMA,0,,0,0.05,1,EQ,NSE,NSE
1014529,3963,GOCLCORP,GOCL CORPORATION,0,,0,0.05,1,EQ,NSE,NSE
1015041,3965,REMSONSIND,REMSONS INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
1016833,3972,PARASPETRO,PARAS PETROFILS,0,,0,0.01,1,EQ,NSE,NSE
1018881,3980,TNPL,TAMILNADU NEWSPRT & PAPER,0,,0,0.01,1,EQ,NSE,NSE
1020673,3987,GREENPLY,GREENPLY INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
1025793,4007,CORALFINAC,CORAL INDIA FIN & HOUS LT,0,,0,0.01,1,EQ,NSE,NSE
1026561,4010,PVP,PVP VENTURES,0,,0,0.01,1,EQ,NSE,NSE
1027585,4014,NAVA,NAVA,0,,0,0.05,1,EQ,NSE,NSE
1034241,4040,EIMCOELECO,EIMCO ELECON (INDIA),0,,0,0.05,1,EQ,NSE,NSE
1034497,4041,JAYAGROGN,JAYANT AGRO ORGANICS,0,,0,0.05,1,EQ,NSE,NSE
1038081,4055,PANACEABIO,PANACEA BIOTEC,0,,0,0.05,1,EQ,NSE,NSE
1040385,4064,CUBEXTUB,CUBEX TUBINGS,0,,0,0.01,1,EQ,NSE,NSE
1041153,4067,MARICO,MARICO,0,,0,0.05,1,EQ,NSE,NSE
1053697,4116,HBSL,HB STOCKHOLDINGS,0,,0,0.01,1,EQ,NSE,NSE
1058817,4136,BIOFILCHEM,BIOFIL CHEM & PHARMA,0,,0,0.01,1,EQ,NSE,NSE
1069057,4176,ZENITHEXPO,ZENITH EXPORTS,0,,0,0.05,1,EQ,NSE,NSE
1071105,4184,SANGAMIND,SANGAM (INDIA),0,,0,0.05,1,EQ,NSE,NSE
1076225,4204,MOTHERSON,SAMVRDHNA MTHRSN INTL,0,,0,0.01,1,EQ,NSE,NSE
1080577,4221,VISAKAIND,VISAKA INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
1084161,4235,WENDT,WENDT (INDIA),0,,0,0.05,1,EQ,NSE,NSE
1086465,4244,HDFCAMC,HDFC AMC,0,,0,0.05,1,EQ,NSE,NSE
1095425,4279,DENORA,DE NORA INDIA,0,,0,0.05,1,EQ,NSE,NSE
1100545,4299,STERTOOLS,STERLING TOOLS,0,,0,0.05,1,EQ,NSE,NSE
1102337,4306,SHRIRAMFIN,SHRIRAM FINANCE,0,,0,0.05,1,EQ,NSE,NSE
1112065,4344,PUNJABCHEM,PUNJAB CHEM & CROP PROT L,0,,0,0.05,1,EQ,NSE,NSE
1124097,4391,GULFOILLUB,GULF OIL LUB. IND.,0,,0,0.05,1,EQ,NSE,NSE
1124865,4394,MIRZAINT,MIRZA INTERNATIONAL LIMIT,0,,0,0.01,1,EQ,NSE,NSE
1128961,4410,JAGSNPHARM,JAGSONPAL PHARMACEUTICALS,0,,0,0.05,1,EQ,NSE,NSE
1131777,4421,CREDITACC,CREDITACCESS GRAMEEN,0,,0,0.05,1,EQ,NSE,NSE
1147137,4481,AARTIDRUGS,AARTI DRUGS,0,,0,0.05,1,EQ,NSE,NSE
1148673,4487,ALKYLAMINE,ALKYL AMINES CHEM.,0,,0,0.05,1,EQ,NSE,NSE
1149697,4491,JCHAC,JOHNSON CONTROLS HITACHI,0,,0,0.05,1,EQ,NSE,NSE
1152769,4503,MPHASIS,MPHASIS,0,,0,0.05,1,EQ,NSE,NSE
1157633,4522,SIGIND,SIGNET INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
1158401,4525,DYNAMATECH,DYNAMATIC TECHNOLOGIES,0,,0,0.05,1,EQ,NSE,NSE
1168897,4566,RUCHINFRA,RUCHI INFRASTRUCTURE,0,,0,0.01,1,EQ,NSE,NSE
1169409,4568,ATLASCYCLE,ATLAS CYCLE (HARYANA),0,,0,0.01,1,EQ,NSE,NSE
1174273,4587,RAMCOIND,RAMCO INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
1176065,4594,KOTHARIPET,KOTHARI PETROCHEM,0,,0,0.01,1,EQ,NSE,NSE
1177089,4598,HERITGFOOD,HERITAGE FOODS,0,,0,0.05,1,EQ,NSE,NSE
1191937,4656,SBCL,SHIVALIK BIMETAL CON.,0,,0,0.05,1,EQ,NSE,NSE
1195009,4668,BANKBARODA,BANK OF BARODA,0,,0,0.01,1,EQ,NSE,NSE
1199105,4684,SONACOMS,SONA BLW PRECISION FRGS L,0,,0,0.05,1,EQ,NSE,NSE
1201409,4693,SHYAMMETL,SHYAM METALICS AND ENGY L,0,,0,0.05,1,EQ,NSE,NSE
1207553,4717,GAIL,GAIL (INDIA),0,,0,0.01,1,EQ,NSE,NSE
1211393,4732,SKMEGGPROD,SKM EGG PROD EXPORT(I) LT,0,,0,0.05,1,EQ,NSE,NSE
1214721,4745,BANKINDIA,BANK OF INDIA,0,,0,0.01,1,EQ,NSE,NSE
1215233,4747,INDNIPPON,INDIA NIPPON ELECT ,0,,0,0.05,1,EQ,NSE,NSE
1215745,4749,CONCOR,CONTAINER CORP OF IND,0,,0,0.05,1,EQ,NSE,NSE
1216257,4751,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,0,,0,0.05,1,EQ,NSE,NSE
1231105,4809,KCPSUGIND,KCP SUGAR IND CORP,0,,0,0.01,1,EQ,NSE,NSE
1234433,4822,DODLA,DODLA DAIRY,0,,0,0.05,1,EQ,NSE,NSE
1239809,4843,SNOWMAN,SNOWMAN LOGISTICS,0,,0,0.01,1,EQ,NSE,NSE
1240833,4847,KIMS,KRISHNA INST OF MED SCI L,0,,0,0.05,1,EQ,NSE,NSE
1252353,4892,SAREGAMA,SAREGAMA INDIA,0,,0,0.05,1,EQ,NSE,NSE
1253889,4898,FDC,FDC,0,,0,0.05,1,EQ,NSE,NSE
1256193,4907,ENGINERSIN,ENGINEERS INDIA,0,,0,0.01,1,EQ,NSE,NSE
1257217,4911,MADRASFERT,MADRAS FERTILISERS,0,,0,0.01,1,EQ,NSE,NSE
1263105,4934,IPL,INDIA PESTICIDES,0,,0,0.01,1,EQ,NSE,NSE
1268993,4957,GANGAFORGE,GANGA FORGING,0,,0,0.01,1,EQ,NSE,NSE
1270529,4963,ICICIBANK,ICICI BANK,0,,0,0.05,1,EQ,NSE,NSE
1276417,4986,IRCON,IRCON INTERNATIONAL,0,,0,0.01,1,EQ,NSE,NSE
1277953,4992,SHARDACROP,SHARDA CROPCHEM,0,,0,0.05,1,EQ,NSE,NSE
1292545,5049,CLEAN,CLEAN SCIENCE & TECH,0,,0,0.05,1,EQ,NSE,NSE
1293825,5054,GRINFRA,G R INFRAPROJECTS,0,,0,0.05,1,EQ,NSE,NSE
1297409,5068,SHEMAROO,SHEMAROO ENTER.,0,,0,0.01,1,EQ,NSE,NSE
1304833,5097,ZOMATO,ZOMATO,0,,0,0.05,1,EQ,NSE,NSE
1307649,5108,KPIGREEN,KPI GREEN ENERGY,0,,0,0.05,1,EQ,NSE,NSE
1316353,5142,CIGNITITEC,CIGNITI TECHNOLOGIES,0,,0,0.05,1,EQ,NSE,NSE
1316609,5143,JAICORPLTD,JAI CORP,0,,0,0.05,1,EQ,NSE,NSE
1321473,5162,TATVA,TATVA CHIN PHARM CHEM,0,,0,0.05,1,EQ,NSE,NSE
1327617,5186,STYLAMIND,STYLAM INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
1329665,5194,ANTGRAPHIC,ANTARCTICA,0,,0,0.01,1,EQ,NSE,NSE
1332225,5204,GMDCLTD,GUJARAT MINERAL DEV CORP,0,,0,0.05,1,EQ,NSE,NSE
1341185,5239,MAHAPEXLTD,MAHA RASHTRA APEX COPR. L,0,,0,0.01,1,EQ,NSE,NSE
1346049,5258,INDUSINDBK,INDUSIND BANK,0,,0,0.05,1,EQ,NSE,NSE
1347585,5264,PDSL,PDS,0,,0,0.05,1,EQ,NSE,NSE
1347841,5265,GLS,GLENMARK LIFE SCIENCE,0,,0,0.05,1,EQ,NSE,NSE
1351425,5279,ROLEXRINGS,ROLEX RINGS,0,,0,0.05,1,EQ,NSE,NSE
1354753,5292,PRITIKAUTO,PRITIKA AUTO INDUS,0,,0,0.01,1,EQ,NSE,NSE
1360129,5313,UGROCAP,UGRO CAPITAL,0,,0,0.01,1,EQ,NSE,NSE
1370113,5352,EXXARO,EXXARO TILES,0,,0,0.01,1,EQ,NSE,NSE
1371905,5359,KRSNAA,KRSNAA DIAGNOSTICS,0,,0,0.05,1,EQ,NSE,NSE
1373697,5366,WINDLAS,WINDLAS BIOTECH,0,,0,0.05,1,EQ,NSE,NSE
1375489,5373,DEVYANI,DEVYANI INTERNATIONAL,0,,0,0.01,1,EQ,NSE,NSE
1376769,5378,ASAHIINDIA,ASAHI INDIA GLASS,0,,0,0.05,1,EQ,NSE,NSE
1377793,5382,EPIGRAL,EPIGRAL,0,,0,0.05,1,EQ,NSE,NSE
1378561,5385,AAVAS,AAVAS FINANCIERS,0,,0,0.05,1,EQ,NSE,NSE
1380865,5394,MOL,MEGHMANI ORGANICS,0,,0,0.01,1,EQ,NSE,NSE
1382657,5401,NGIL,NAKODA GROUP OF IND.,0,,0,0.01,1,EQ,NSE,NSE
1384193,5407,CARTRADE,CARTRADE TECH,0,,0,0.05,1,EQ,NSE,NSE
1389057,5426,NUVOCO,NUVOCO VISTAS CORP,0,,0,0.05,1,EQ,NSE,NSE
1389569,5428,TRIGYN,TRIGYN TECHNOLOGIES,0,,0,0.01,1,EQ,NSE,NSE
1391361,5435,APTUS,APTUS VALUE HSG FIN I,0,,0,0.05,1,EQ,NSE,NSE
1394945,5449,CHEMPLASTS,CHEMPLAST SANMAR,0,,0,0.05,1,EQ,NSE,NSE
1401601,5475,GRSE,GARDEN REACH SHIP&ENG,0,,0,0.05,1,EQ,NSE,NSE
1408257,5501,YUKEN,YUKEN INDIA,0,,0,0.05,1,EQ,NSE,NSE
1409793,5507,SERVOTECH,SERVOTECH POWER SYS,0,,0,0.01,1,EQ,NSE,NSE
1412097,5516,JAIPURKURT,NANDANI CREATION,0,,0,0.01,1,EQ,NSE,NSE
1427969,5578,AMIORG,AMI ORGANICS,0,,0,0.05,1,EQ,NSE,NSE
1429761,5585,VIJAYA,VIJAYA DIAGNOSTIC CEN,0,,0,0.05,1,EQ,NSE,NSE
1435137,5606,INTLCONV,INTL CONVEYORS,0,,0,0.01,1,EQ,NSE,NSE
1436161,5610,ASTRAZEN,ASTRAZENECA PHARMA IND LT,0,,0,0.05,1,EQ,NSE,NSE
1437185,5614,GANESHBE,GANESH BENZOPLAST,0,,0,0.01,1,EQ,NSE,NSE
1439233,5622,ITDCEM,ITD CEMENTATION INDIA,0,,0,0.05,1,EQ,NSE,NSE
1441537,5631,PAR,PAR DRUGS AND CHEM,0,,0,0.01,1,EQ,NSE,NSE
1442049,5633,J&KBANK,J & K BANK,0,,0,0.01,1,EQ,NSE,NSE
1446401,5650,SHANTI,SHANTI OVERSEAS INDIA,0,,0,0.01,1,EQ,NSE,NSE
1456129,5688,ARCHIES,ARCHIES,0,,0,0.01,1,EQ,NSE,NSE
1459457,5701,CUB,CITY UNION BANK,0,,0,0.01,1,EQ,NSE,NSE
1471489,5748,CYIENT,CYIENT,0,,0,0.05,1,EQ,NSE,NSE
1472257,5751,SANSERA,SANSERA ENGINEERING,0,,0,0.05,1,EQ,NSE,NSE
1480193,5782,MASPTOP50,MIRAEAMC - MASPTOP50,0,,0,0.01,1,EQ,NSE,NSE
1501441,5865,LAGNAM,LAGNAM SPINTEX,0,,0,0.01,1,EQ,NSE,NSE
1510401,5900,AXISBANK,AXIS BANK,0,,0,0.05,1,EQ,NSE,NSE
1513217,5911,PARAS,PARAS DEF AND SPCE TECH L,0,,0,0.05,1,EQ,NSE,NSE
1517057,5926,INTELLECT,INTELLECT DESIGN ARENA,0,,0,0.05,1,EQ,NSE,NSE
1520129,5938,MONTECARLO,MONTE CARLO FASHIONS,0,,0,0.05,1,EQ,NSE,NSE
1522689,5948,SOUTHBANK,THE SOUTH INDIAN BANK,0,,0,0.01,1,EQ,NSE,NSE
1537537,6006,COASTCORP,COASTAL CORPORATION,0,,0,0.05,1,EQ,NSE,NSE
1540609,6018,ABSLAMC,ADIT BIRL SUN LIF AMC,0,,0,0.05,1,EQ,NSE,NSE
1546241,6040,EIFFL,EURO (I) FRESH FOODS,0,,0,0.01,1,EQ,NSE,NSE
